,Rest_id,name,rate,phone,location,rest_type,reviews_list,Mean Rating,Ro Rating,scaled_sentiment,final_score
1815,1815,The Coorg Food Co.,4.3,"+91 8025441188
+91 9731221120",Kalyan Nagar,Casual Dining,"[('Rated 4.0', ""RATED\n  We went there on a Sunday night.\n\nAmbience : Nice and cool. Liked the small place, with pretty interiors\n\nFood : ordered the smoked chicken starter, pork taco starter and one fish curry with Akki Roti\n\nLOVED the smoked chicken dish. OMG. Majorly recommended.\n\nThe others were nice too , nothing exceptional, just well prepared food.\n\nValue for money as well. All this costed us 800 something\n\nGreat place. Do visit when you're bored of the nirnaktcafe food.""), ('Rated 3.0', ""RATED\n  This place has a cozy and warm ambience. The long benches, metal chair, wodden tables, and the rustic window adds a charm to this place and brings out the coorg vibe. The food is simple and wholesome, hot and soft akki rotti with a coconut based spiced chiken curry is one of the best things on the menu. The complimentary 'Bella Kaapi' has an interesting and distinct flavour compared to the usual coffee."")]",4.23,"{'roberta_neg': 0.0021913787, 'roberta_neu': 0.015085713, 'roberta_pos': 0.9827229}",5.0,4.77
2907,2907,Le Cirque Signature - The Leela Palace,4.3,"080 30571234
080 30571540",Old Airport Road,Fine Dining,"[('Rated 5.0', 'RATED\n  Awesome would be an understatement for this place. Where art meets cuisine and creates a 7* experience - is at Le Cirque.\n\nWe went on my last birthday, we tried lobster and corn bisque, ricotta gnocchi, grilled king prawns and honey lavender duck. We ordered tiramisu for dessert. The food, the aroma, the flavour, the presentation - everything was spot on! Lobster bisque was so rich in flavour! We loved it and we have spread the word of mouth within our network - recommending this as an authentic french Italian cuisine place to visit in Bangalore.'), ('Rated 5.0', 'RATED\n  How can you possibly give this place anything less than 5 stars? The entire experience was amazing. From the decor, to the service and the food.\n\nWe ordered the scallops, black truffle risotto, chicken, creme brulee and mousse formaggia. Every single thing was immaculately made. This is gonna be a regular date spot from now on.')]",4.23,"{'roberta_neg': 0.0021012838, 'roberta_neu': 0.011032927, 'roberta_pos': 0.9868658}",5.0,4.77
1092,1092,Cobaja,4.3,080 49652180,Brigade Road,Casual Dining,"[('Rated 5.0', ""RATED\n  This place absolutely deserves nothing less than 5, be it's food, ambience, service, quality, and value for money!!\n\nCozy Place\nOpen terrace sitting\nIdeal for Date Nights\nSoft Music at the backdrop\nAmazingly delicious food\nQuick & Apt Service\nValue for Money,\nMust Visit\n\n#honestreviewsonly"")]",4.18,"{'roberta_neg': 0.015303012, 'roberta_neu': 0.08246352, 'roberta_pos': 0.9022335}",5.0,4.77
287,287,Red Onion,4.3,+91 8867253669,Shanti Nagar,Casual Dining,"[('Rated 5.0', 'RATED\n  This place being close by to my work place , I have been here many times already.\nOn my first few visits I noticed that the service was sloppy . But now the service has improved a lot .\nThe must try food items here are the chicken wings and the chicken momos.\nAnd everything else here on the menu is yummy! I Totally recommend this restaurant .\n\ninfornicle.com'), ('Rated 5.0', ""RATED\n  Really good service! Quantity of the dishes were also good. Ambience quiet and peaceful! Good music choice. Will visit again for sure.. it's a good place for a group of friends to hangout! Will recommend others!""), ('Rated 5.0', 'RATED\n  I heard about this place from my friends. Very nice place and nice food and excellent service. I really enjoyed there. They are doing great job, keep it up, see u again.\nFood --5\nService--5'), ('Rated 5.0', 'RATED\n  This is a good place to dine. They have there waiters perfectly explaining the food . They give a welcome through a snacks or cold drinks. Tried there tandoori fish which was excellent, hariyali fish which was bit spicy. Then tried the mutton byriyani and kulfi . Had a good dining experience.'), ('Rated 4.0', 'RATED\n  One of the best restruants in double road shantinagar\nWe are visited a Tuesday dineer food is excellent service also good must try on the food\nTandoori ? chicken\nButter chicken with garlic naan')]",4.17,"{'roberta_neg': 0.00214778, 'roberta_neu': 0.011384016, 'roberta_pos': 0.9864682}",5.0,4.77
739,739,Red Onion,4.2,+91 8867253669,Shanti Nagar,Casual Dining,"[('Rated 2.0', 'RATED\n  Sad people very sad people ? serve you here. The staff is a lil laid back . Food and ambience is average but for the price is fine. I can easily make out when restaurants are compromising on quality. The place can accommodate a large crowd but were barely any people may be coz it was a mid week. Can do better.'), ('Rated 5.0', 'RATED\n  This place being close by to my work place , I have been here many times already.\nOn my first few visits I noticed that the service was sloppy . But now the service has improved a lot .\nThe must try food items here are the chicken wings and the chicken momos.\nAnd everything else here on the menu is yummy! I Totally recommend this restaurant .\n\ninfornicle.com'), ('Rated 5.0', ""RATED\n  Really good service! Quantity of the dishes were also good. Ambience quiet and peaceful! Good music choice. Will visit again for sure.. it's a good place for a group of friends to hangout! Will recommend others!""), ('Rated 5.0', 'RATED\n  I heard about this place from my friends. Very nice place and nice food and excellent service. I really enjoyed there. They are doing great job, keep it up, see u again.\nFood --5\nService--5'), ('Rated 5.0', 'RATED\n  This is a good place to dine. They have there waiters perfectly explaining the food . They give a welcome through a snacks or cold drinks. Tried there tandoori fish which was excellent, hariyali fish which was bit spicy. Then tried the mutton byriyani and kulfi . Had a good dining experience.'), ('Rated 4.0', 'RATED\n  One of the best restruants in double road shantinagar\nWe are visited a Tuesday dineer food is excellent service also good must try on the food\nTandoori ? chicken\nButter chicken with garlic naan')]",4.17,"{'roberta_neg': 0.0041308263, 'roberta_neu': 0.021616677, 'roberta_pos': 0.97425246}",5.0,4.73
2949,2949,Vembanad - The Paul,4.2,"080 40477777
+91 9902010385",Domlur,Casual Dining,"[('Rated 5.0', 'RATED\n  Lovely Ambience! Appams are freshly made which I thought was the best part ! We tried fish curry with parboiled rice! Fish was fresh and flavourful! Prawn Cutlet was tasty. Mutton biryani was good. Mutton stew as well. Good Portions and very good service! Go for a relaxed lunch or dinner !'), ('Rated 4.0', 'RATED\n  Amazing ambience of The Paul..being at the Christmas season is always pleasant.. food was awesome.. specially the small fish and the prawns.. coconut milk desert was out of stock.. missed it.. good job Ã\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ°Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x9fÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x91Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x8d'), ('Rated 5.0', 'RATED\n  THE BEST KERALA FOOD I HAVE EATEN IN BANGALORE!!! I thoroughly enjoyed myself. Their fish is so perfectly cooked and flavourful. Looking forward to more meals at this lovely place.'), ('Rated 5.0', 'RATED\n  Hidden gem with excellent food, superb service and beautiful ambience. First time in so many years found excellent Southern cuisine.\nA place to visit again and again...highly recommended!\n3 cheers!')]",4.1,"{'roberta_neg': 0.0017772748, 'roberta_neu': 0.008058046, 'roberta_pos': 0.9901647}",5.0,4.73
3024,3024,California Burrito,4.2,"+91 8039515101
080 65000923",Malleshwaram,Food Court,"[('Rated 5.0', 'RATED\n  The Burrito served here is not stereotypical like the burritos served in other places. It was different and the rice bowl was amazing. Cheers.'), ('Rated 4.0', 'RATED\n  A great place to grab some yummy Healthy food .\nI tried their nachos and the Mexican sunrise.\nIt is customisable to our liking, which was awesome.\nThe nachos were crisp and the topping were fresh and filling. Had asked for extra guac for 50 INR.\nLoved it.\nThe Mexican sunrise was refreshing as well. It is a mix of peach tea and pink lemonade.\nWould love to visit them again and try out more stuff !\n\npanchamiblogs.com'), ('Rated 4.0', ""RATED\n  This place surely deserve a 4/5 as it's something different from the regular stuff you'll find everywhere... It's far from the world of pizza and burgers and would take you to the world of wraps and rice bowls the Mexican or you can say the Californian way. I ordered a rice bowl and a burrito wrap. It both were good and tasted great, you must try their menu once so that you could go there everytime untill you're done with the whole menu or you still wanna eat the stuff they offer. They have a seating arrangement on the side of their outlet where you can have your ordered meal. Only negetive point i found is that the rice was not hot which i think should've been hot and due to this the flavour were not coming that rich. Otherwise everything was good in that.. kudos...!!"")]",3.91,"{'roberta_neg': 0.0047929534, 'roberta_neu': 0.03461309, 'roberta_pos': 0.960594}",5.0,4.73
2119,2119,Krispy Kreme,4.2,080 22067912,Koramangala 7th Block,Dessert Parlor,"[('Rated 5.0', ""RATED\n  Man oh man !!! If it's Donuts u have in mind then it's Krispy Kreme u have to go to !! Yum is an understatement !!! Truly one of the most worth donut places !!"")]",3.88,"{'roberta_neg': 0.0032070854, 'roberta_neu': 0.029252656, 'roberta_pos': 0.96754026}",5.0,4.73
2462,2462,Krispy Kreme,4.2,080 22067912,Koramangala 7th Block,Dessert Parlor,"[('Rated 5.0', ""RATED\n  Man oh man !!! If it's Donuts u have in mind then it's Krispy Kreme u have to go to !! Yum is an understatement !!! Truly one of the most worth donut places !!"")]",3.88,"{'roberta_neg': 0.0032070854, 'roberta_neu': 0.029252656, 'roberta_pos': 0.96754026}",5.0,4.73
2396,2396,Tummy Fuel,4.2,"+91 9008558558
+91 9845792610",Jayanagar,Cafe,"[('Rated 5.0', 'RATED\n  Today ordered a quick snack millet gol gappa from Tummy Fuel Jayanagar from snack @ 49 in zomato. The packing was really neat. The gol goppa puri was crispy. Having millets in gol gappa yet so yummy for the first time. It was a good fuel for our evening:)'), ('Rated 4.0', 'RATED\n  This place is very small and cute they have 4 tables and chairs for seating and ambience is good. Very friendly staff they always serve with a smile make the customers comfortable.\nGoalgappa known as pizza pani pure tasted good but more olives were added so olives taste was dominating, zucchini roles they are full filled with raw English vegetables with zucchini role, chocolate treat was treat for tummy.'), ('Rated 4.0', ""RATED\n  This is an amazing eatery. I loved the food.\nI had Club Sandwich, Desi Nachos, Puli Hora Poha, Plain Watermelon Juice, Orange Ginger Lemon Juice, Chocolate Treat with Ice Cream.\n\nThey use honey instead of sugar for sweetness.\nThey don't use paper and plastic cutlery.\n\nEvery bite you get the flavours as it's supposed to come out. Individual ingredients get reflected on your taste buds. I will surely go again. It's easy on the pocket too.""), ('Rated 3.0', 'RATED\n  Innovative and fresh menu. Great affordable options for healthy food seekers. Environment friendly items. Stationary, cloth bags, etc are on sale.')]",4.05,"{'roberta_neg': 0.0020095096, 'roberta_neu': 0.018428145, 'roberta_pos': 0.9795624}",5.0,4.73
1894,1894,Ambur Biryani Point,4.2,"+91 9739191644
+91 9738308596",Koramangala 1st Block,Quick Bites,"[('Rated 4.0', 'RATED\n  Went for lunch and take mutton biriyani and chicken kabab. Kabab is too good here. And mutton is also awesome. But what I feel that rice is too much dry in the biriyani. It can be a little bit semi dry. But all total it?s a good experience. I love to give them 4.5 out of 5. Recommended.'), ('Rated 3.0', 'RATED\n  Tasty Kebabs!\n\nI?ve had their chicken kebab and must say, it?s yummy. It has very strong and unique flavors. The chicken pieces are quite small. If they could increase the size of chicken pieces, it would be more tasty.'), ('Rated 3.0', ""RATED\n  Probably the most awaited review I have written recently. This biryani has been an adobe for our never ending biryani cravings since college. The sour signature taste topped with budget pricing is what makes this a daily goer's place.\nBiryani is very hygienic and pretty decent taste wise.\nKebabs are pretty solid too. Seems fresh and tastes good.\nCheers!"")]",4.1,"{'roberta_neg': 0.003979758, 'roberta_neu': 0.036987837, 'roberta_pos': 0.9590325}",5.0,4.73
1310,1310,Amma'S Pastries,4.2,+91 9590607750,Jayanagar,Dessert Parlor,"[('Rated 5.0', 'RATED\n  One of the best outlet for the pastries which is totally worth for the money we pay and one amazing desserts we get in here ???we do get home made chocolates in here'), ('Rated 4.0', ""RATED\n  Love this outlet and this is the place which always comes in my mind at the time of celebrations. They have variety flavours. Pastries we're too good, they bake fresh cakes and comparing it has cheaper prices""), ('Rated 3.0', 'RATED\n  ""Amma\'s Pastries""-- located at jayanagar 4th block is a cool place for Variety of flavoured pastries....\nWhat I had ?\n1) Chocolate Butterscoth pastry.\n2) White Forest.\nTry out once at Amma\'s Pastries they are really good with ample variety of Flavoured pastries and chocolates ... They have variety of chocolates which Attract kids...')]",3.89,"{'roberta_neg': 0.0015771715, 'roberta_neu': 0.011039251, 'roberta_pos': 0.98738354}",5.0,4.73
